,en,fr,prec,rec
222,"japanese companies have set up factories on every continent , and japanese banks help finance many of the world &apos;s major economic programs .
","日本 企業 は 全て の 大陸 に 工場 を 設立 し て い る し 、 日本 の 銀行 は 世界 の 主要 な 経済 計画 の 大国 財政 的 な 援助 を し て い る 。
",0.1,0.08333333333333333
223,"at last , we were home !
","やっと 帰 っ て き た ぞ ！
",0.0,0.0
224,"in spring everything looks bright .
","春 に は すべて の もの が 明る く 見え る 。
",0.2,0.3333333333333333
225,"miyuki has a camera , but she doesn &apos;t like it .
","美由紀 は カメラ を 持 っ て い る 、 しかし 彼女 は それ が 好き で な い 。
",0.14285714285714285,0.16666666666666666
226,"where &apos;s the nearest pharmacy ?
","ここ から 一番 近 い 薬局 は どこ で す か 。
",0.125,0.16666666666666666
227,"that &apos;s beside the point .
","それ は 的外れ だ 。
",0.3333333333333333,0.3333333333333333
228,"how long have you been waiting for the bus ?
","バス を どの くらい お 待 ち で す か 。
",0.4444444444444444,0.4
229,"he burst into tears .
","彼 は 突然 わっと 泣 き 出 し た 。
",0.2222222222222222,0.4
230,"thomas could not carry out his task on account of an accident .
","トーマス は 事故 の ため に 仕事 を やり遂げ られ な かっ た 。
",0.18181818181818182,0.15384615384615385
231,"he stood apart from us .
","彼 は 我々 から 離れ て 立 っ た 。
",0.42857142857142855,0.5
232,"he doesn &apos;t travel much apart from occasional business trips .
","彼 は 時々 出張 する こと は 別 と し て あまり 旅 を し な い 。
",0.16666666666666666,0.18181818181818182
233,"he seemed worried about his health .
","彼 は 体 を 心配 し て い る 様子 だっ た 。
",0.375,0.42857142857142855
234,"she read the letter with her heart beating fast .
","彼女 は 胸 を どきどき さ せ て 、 その 手紙 を 読 ん だ 。
",0.23076923076923078,0.3
235,"i &apos;m glad to meet you , too , mr ito .
","私 も 伊藤 さん に お 目 に かか れ て 光栄 で す 。
",0.4,0.3333333333333333
236,"he whispered slyly to me .
","彼 は こっそり ささや い た 。
",0.2857142857142857,0.3333333333333333
237,"i have faith in your ability to do the right thing .
","あなた は 正し い こと が でき る と 信 じ て い ま す 。
",0.2857142857142857,0.16666666666666666
238,"i was surprised at you and your brother appearing on tv .
","私 は 君 たち 兄弟 が テレビ に 出 て い て ビックリ し た 。
",0.3,0.25
239,"will you excuse me for just a moment ?
","ちょっと 失礼 し て よ い で しょ う か 。
",0.2222222222222222,0.2222222222222222
240,"go ahead with your story .
","どうぞ 話 を 続け て 下さ い 。
",0.16666666666666666,0.16666666666666666
241,"they attributed the low death rate of infants to the progress of medicine .
","彼 ら は 幼児 の 死亡 率 の 低 さ は 医学 の 進歩 の ゆえ と 考え た 。
",0.46153846153846156,0.42857142857142855
242,"excessive drinking is destructive of our health .
","深酒 は 体 に よ く な い 。
",0.25,0.25
243,"he is at home in american literature .
","彼 は 米 文学 に 精通 し て い る 。
",0.3333333333333333,0.375
244,"people used to laugh at him behind his back .
","人々 は 陰 で 彼 を 嘲笑 し た もの だっ た 。
",0.2222222222222222,0.2
245,"the men have been shorn of their power .
","彼 ら は 権限 を 剥奪 さ れ た 。
",0.14285714285714285,0.1111111111111111
246,"my tongue failed me .
","私 は 口 が きけ な かっ た 。
",0.14285714285714285,0.2
247,"are you referring to me ?
","君 は 僕 の こと を 言 っ て い る の か 。
",0.2857142857142857,0.3333333333333333
248,"there was a murmur when she entered the room .
","彼女 が 部屋 に は い っ た とき 、 ささやき が 聞こえ た 。
",0.25,0.3
249,"this is longer than any other bridge in the world .
","これ は 世界 の どの 橋 より も 長 い 。
",0.3333333333333333,0.2727272727272727
250,"we agreed among ourselves .
","我々 は お 互い に 意見 が 一致 し た 。
",0.25,0.4
251,"i don &apos;t know which is which .
","どっち が どっち な の か 分か ら な い 。
",0.3333333333333333,0.375
252,"patty is a smart student .
","パティー は 利口 な 学生 だ 。
",0.2857142857142857,0.3333333333333333
253,"christi &apos;s mysteries are most decidedly interesting .
","クリスティー の 推理 小説 は 断然 面白 い 。
",0.1111111111111111,0.125
254,"we had much rain last year .
","昨年 は 雨 が 多 かっ た 。
",0.125,0.14285714285714285
255,"did you feel the earth shake last night ?
","ゆうべ 地震 を かん じ ま し た か 。
",0.375,0.3333333333333333
256,"i really feel for you .
","気持ち は よく 分か る よ 。
",0.25,0.3333333333333333
257,"he is too tall to stand straight in this room .
","彼 は 背 が 高 すぎ て 、 この 部屋 で は まっすぐ に 立て な い 。
",0.2857142857142857,0.36363636363636365
258,"keisuke has always studied in this mansion . that style known as &apos; home schooling &apos; , right ?
","啓介 さん は 、 この お 屋敷 で 、 ずっと お 勉強 し て い る ん で す 。 いわゆる ホーム スクーリング と い う 形 で す ね 。
",0.1,0.10526315789473684
259,"the hound was in full chase of the bear .
","猟犬 は 熊 を 必死 に な っ て 追いかけ て い た 。
",0.4444444444444444,0.4
260,"people love to inspect each other &apos;s houses .
","人 は 互い の 家 を 詳し く 調べ る の が 大好き だ 。
",0.09090909090909091,0.1111111111111111
261,"i made efforts to improve my grades .
","私 は 成績 を 上げ る よう 努力 し た 。
",0.4444444444444444,0.5
262,"he laughed off his own bad reputation .
","彼 は 自分 の 悪評 を 一笑 に 付 し た 。
",0.375,0.375
263,"he told me a long story .
","彼 は 私 に 長 い 物語 を 話 し て くれ た 。
",0.3333333333333333,0.42857142857142855
264,"as long as it doesn &apos;t get cold , it &apos;s okay .
","寒 く な り さえ し な けれ ば い い の で す 。
",0.2222222222222222,0.15384615384615385
265,"i am acquainted with the custom .
","私 は その しきたり を よく 知 っ て い る 。
",0.5,0.5714285714285714
266,"the boy could not so much as write his own name .
","その 少年 は 自分 の 名前 さえ 書 く こと が でき な かっ た 。
",0.3,0.25
267,"nowadays many people live to be over seventy years old .
","今日 で は ７０ 歳 以上 まで 生き る 人 は 多 い 。
",0.07142857142857142,0.09090909090909091
268,"her beautiful dress drew my attention .
","彼女 の 美し い 服 が 私 の 注意 を 引 い た 。
",0.25,0.2857142857142857
269,"we shall start after breakfast .
","朝食 後 、 出発 し ま しょ う 。
",0.14285714285714285,0.16666666666666666
270,"at times i feel like quitting my job .
","私 は ときどき 仕事 を やめ た い 気 が する 。
",0.2222222222222222,0.2222222222222222
271,"how did it come out ?
","結果 は どう な り ま し た か 。
",0.5,0.5
272,"you are trusted by every one of us .
","あなた は 私 たち の 誰 から も 信頼 さ れ て い る 。
",0.3333333333333333,0.3333333333333333
273,"the report revealed that many teenagers are alcoholics .
","その 報告 書 から １０ 代 の 多く の 子供 が アルコール 中毒 に かか っ て い る こと が 分か っ た 。
",0.1111111111111111,0.2222222222222222
274,"he flew to chicago , where he happened to see a friend .
","彼 は シカゴ に 飛 ん だ 。 そして そこ で たまたま あ る 友人 に 会 っ た 。
",0.2857142857142857,0.3076923076923077
275,"please leave me alone .
","私 を 一人 に し て お い て くださ い 。
",0.42857142857142855,0.6
276,"tamori was born in 1945 , that is , when world war ii ended .
","田森 は 、 １９４５ 年 すなわち 第 二 次 世界 大戦 が 終わ っ た 年 に 生まれ た 。
",0.1111111111111111,0.13333333333333333
277,"beware of thefts in a big city .
","都会 で は 泥棒 に 気 を つけ な さ い 。
",0.25,0.25
278,"he easily gets angry at trivial things .
","彼 は ちょっと し た こと で すぐ 怒 る 。
",0.2222222222222222,0.25
279,"he walked all the way home .
","彼 は 、 家 まで ずっと 歩 い た 。
",0.2222222222222222,0.2857142857142857
280,"her kind action strongly impressed me .
","彼女 の 親切 な 行為 に 私 は 強 く 心 を 動か さ れ た 。
",0.25,0.2857142857142857
281,"women ought to be as glad to be women as men are to be men .
","女 は 女 で あ る こと を 、 男 が 男 で あ る こと を 喜 ぶ よう に 喜 ぶ べ き で あ る 。
",0.2857142857142857,0.25
282,"it will be ready soon .
","すぐ に 出来 ま す 。
",0.25,0.3333333333333333
283,"by the time you come back , i &apos;ll be gone .
","きみ が もど っ て 来る ころ に は 、 ぼく は 出かけ て しま っ て い る よ 。
",0.25,0.25
284,"the last time i went to china , i visited shanghai .
","この 前 中国 へ 行 っ た とき 、 上海 を 訪れ た 。
",0.3076923076923077,0.3333333333333333
285,"we must wait for a few weeks to see the lilacs .
","ライラック の 花 を 見 る に は ２、３ 週間 待 た ね ば な ら な い 。
",0.3333333333333333,0.3333333333333333
286,"it began to dawn .
","夜 が 明け 始め た 。
",0.14285714285714285,0.2
287,"democracy will be victorious in the long run .
","けっきょく 、 民主 主義 が 勝利 を 得 る だ ろ う 。
",0.2727272727272727,0.3333333333333333
288,"the two countries negotiated a treaty .
","両国 は 条約 を 取り決め た 。
",0.25,0.2857142857142857
289,"i don &apos;t feel like eating now .
","私 は 今 食べ る 気 に な ら な い 。
",0.42857142857142855,0.375
290,"is there anything else you want me to do ?
","何 か 他 に 僕 に し て 欲し い こと は な い で す か 。
",0.25,0.2
291,"he has collected twice as many stamps as i have .
","彼 は 切手 を 私 の 二 倍 集め て い る 。
",0.2,0.18181818181818182
292,"later , chris felt ashamed and apologized and beth forgave him .
","後 に な っ て 、 クリス は 自分 の 行い を 恥ずかし く 思 い 、 彼女 に 謝 る と 、 ベス は 彼 を 許 し て くれ ま し た 。
",0.1,0.16666666666666666
293,"you should on no account cheat in the exam .
","決して カンニング を し て は いけ ま せ ん 。
",0.125,0.1
294,"the boy lay listening to the radio .
","少年 は ラジオ を 聞き ながら 横 に な っ て い た 。
",0.3333333333333333,0.375
295,"how long is the rainbow bridge ?
","レインボウ ブリッジ の 長 さ は どの くらい で す か 。
",0.125,0.14285714285714285
296,"he is too dumb to fear danger .
","あいつ は 馬鹿 だ から 、 怖 い も の 知 ら ず だ 。
",0.16666666666666666,0.25
297,"she forced me to go out with her .
","彼女 は 強制 的 に 私 を 一緒 に 連れ出 し た 。
",0.2727272727272727,0.3333333333333333
298,"i looked for someone to take her place .
","私 は 誰 か が 彼女 の 代わり を する 人 を 探 し た 。
",0.3333333333333333,0.3333333333333333
299,"you will not get there on time .
","時間 通り に は 着け な い よ 。
",0.25,0.25
300,"mr kennedy pointed out our mistakes .
","ケネディ 氏 は 、 私 達 の ミス を 指摘 し ま し た 。
",0.1,0.14285714285714285
301,"he has taken to gardening .
","彼 は 庭 いじり を する よう に な っ た 。
",0.3333333333333333,0.5
302,"you had to study english .
","英語 を 勉強 し な けれ ば な ら な かっ た 。
",0.2222222222222222,0.3333333333333333
303,"there was eternal twilight in the place .
","そこ に は 消え る こと の な い 薄明かり が あ っ た 。
",0.36363636363636365,0.5
304,"i &apos;m glad to see you .
","私 は あなた に あえ て うれし い 。
",0.7142857142857143,0.7142857142857143
305,"the fisherman cast his line into the water .
","漁師 は 釣り糸 を 水中 に 投げ た 。
",0.3333333333333333,0.3333333333333333
306,"this morning it was much cooler than yesterday morning .
","今朝 は 昨日 の 朝 より も ずっと 涼し かっ た 。
",0.3,0.3
307,"bill has the makings of an excellent scientist .
","ビル は 優秀 な 科学 者 に な る 素質 を 持 っ て い る 。
",0.2222222222222222,0.2222222222222222
308,"she has a good command of english though she was brought up in japan .
","彼女 は 日本 で 育 っ た に も かかわ ら ず 、 英語 を 自由 に 使 い こな す 。
",0.3076923076923077,0.26666666666666666
309,"i know him by name , but not by sight .
","あの 人 は 顔 は 知 ら な い が 名前 は 知 っ て い る 。
",0.09090909090909091,0.09090909090909091
310,"jane kicked at our decision .
","ジェーン は 私 たち の 決定 に 反対 し た 。
",0.1111111111111111,0.16666666666666666
311,"he keeps a small poultry yard .
","彼 は 小さな 鶏舎 を 持 っ て い る 。
",0.42857142857142855,0.42857142857142855
312,"keep your eyes wide open before marriage , half shut afterwards .
","結婚 前 は 両眼 を 大き く 見開 い て おれ 、 その 後 は 、 その 半ば を 閉じ よ 。
",0.07142857142857142,0.08333333333333333
313,"i left my hat as i got off the train .
","電車 を 降り た とき に 帽子 を 忘れ た 。
",0.36363636363636365,0.36363636363636365
314,"tom &apos;s friends called him mr money bags .
","トム の 友達 は 彼 の こと を 「 マネー バッグ 」 と 呼 ん だ 。
",0.07692307692307693,0.1111111111111111
315,"he was so childish that he couldn &apos;t resist temptation .
","彼 は あまり に 子供 だ から 誘惑 に かて な かっ た 。
",0.3333333333333333,0.2727272727272727
316,"are there any discount tickets for me ?
","何 か 割引 切符 は あ り ま す か 。
",0.14285714285714285,0.125
317,"he turned a deaf ear to my advice .
","彼 は 我々 の 忠告 に 耳 を 貸 さ な かっ た 。
",0.3333333333333333,0.3333333333333333
318,"i read at least one book every month .
","私 は 少な く とも 毎月 １ 冊 は 本 を 読 み ま す 。
",0.18181818181818182,0.2222222222222222
319,"my sister cheers young sumo wrestlers .
","姉 は 若 い 力士 を 応援 し て い ま す 。
",0.1111111111111111,0.14285714285714285
320,"but his friends call him ken .
","しかし 彼 の 友達 は 彼 を ケン と 呼 ぶ 。
",0.2,0.2857142857142857
321,"she complained to him that it was too short a notice .
","彼女 は 、 それ は あまり に 急 な 知ら せ だ と 彼 に ぐち を こぼ し た 。
",0.1875,0.25
322,"turn off the television . i can &apos;t concentrate .
","気 が 散 る から テレビ を 消 し て く れ 。
",0.15384615384615385,0.2
323,"who knows ?
","誰 が 知 る もの か 。
",0.16666666666666666,0.3333333333333333
324,"my little brother asked for some money .
","弟 が お 金 を 頂戴 と 言 い ま し た 。
",0.25,0.25
325,"it will make for the society .
","それ は 社会 に 寄与 する の だ 。
",0.25,0.2857142857142857
326,"i had my picture taken .
","私 は 私 の 写真 を と っ て もら い ま し た 。
",0.375,0.5
327,"he paid me a compliment .
","彼 は 私 に お 世辞 を 言 っ た 。
",0.375,0.5
328,"we have got to get him to take that project seriously .
","あの プロジェクト に つ い て 彼 を 本気 に さ せ な い と 。
",0.2727272727272727,0.25
329,"there is nobody who fulfils these conditions .
","この 条件 に 該当 する 人 は 誰 も い な い 。
",0.2222222222222222,0.25
330,"are you the prophet ?
","あなた は 預言 者 で す か 。
",0.2857142857142857,0.4
331,"let sleeping dogs lie .
","眠れ る 獅子 は 起こ す な 。
",0.14285714285714285,0.2
332,"i think most people are better off now than they used to be .
","たいてい の 人 が 以前 より も 暮らし 向き が よ い と 思 う 。
",0.15384615384615385,0.14285714285714285
333,"let &apos;s talk it out .
","話 を つけ よう じゃ な い か 。
",0.0,0.0
334,"have you read today &apos;s paper ?
","今日 の 新聞 は 読 み ま し た か 。
",0.25,0.2857142857142857
335,"i insist on your being present .
","私 は あなた に ぜひ 出席 し て もら い た い 。
",0.375,0.42857142857142855
336,"thank you very much for your thoughtful present .
","心づくし の 品 を 頂き ありがとう ござ い ま す 。
",0.1,0.1111111111111111
337,"beth was always up a tree .
","ベス は いつ も 途方 に くれ て い た 。
",0.25,0.2857142857142857
338,"new york is the busiest city in the world .
","ニューヨーク は 世界 で 最も にぎやか な 街 だ 。
",0.3333333333333333,0.3
339,"it follows from this that the company is not responsible for the accident .
","この こと から 、 会社 に は 事故 の 責任 が 無 い こと に な る 。
",0.21428571428571427,0.21428571428571427
340,"there was no one but wept to hear the story .
","その 話 を 聞 い て 泣 か な い 人 は い な かっ た 。
",0.45454545454545453,0.45454545454545453
341,"mary really takes after her mother .
","メアリー は 母親 に 良く 似 て い る 。
",0.125,0.14285714285714285
342,"i beat him at golf .
","私 は ゴルフ で 彼 を 負か し た 。
",0.375,0.5
343,"the last wound proved fatal .
","最後 の 傷 が 致命 的 で あ る と わか っ た 。
",0.2,0.3333333333333333
344,"mr frost is eligible for the post .
","フロスト 氏 は その 地位 に つ く 資格 が あ る 。
",0.3333333333333333,0.375
345,"a number of passengers were injured in the accident .
","その 事故 で たくさん の 乗客 が けが し た 。
",0.2727272727272727,0.3
346,"i plan to go skiing with my girlfriend .
","僕 は ガール フレンド と 一緒 に スキー に 行 く 予定 で す 。
",0.2727272727272727,0.3333333333333333
347,"the automobile industry is one of the main industries in japan .
","自動 車 産業 は 日本 の 大きな 産業 の ひと つ で あ る 。
",0.5454545454545454,0.5
348,"some speculators take advantage of the ignorance and helplessness of old people .
","相場 師 の 中 に は 老人 の 無知 と 寂し さ に 付け込 む 奴 が い る 。
",0.10526315789473684,0.15384615384615385
349,"we can just about read each other &apos;s minds .
","彼 と 僕 は ツーカー の 仲 だ 。
",0.14285714285714285,0.1
350,"the troops maintained their ground .
","部隊 は 陣地 を 守 り 続け た 。
",0.25,0.3333333333333333
351,"marry first and love will follow .
","まず 結婚 しろ 。 そう すれ ば 愛情 と は あと で 生まれ て くる 。
",0.0,0.0
352,"besides being ignorant , he is too proud .
","彼 は 無知 で あ る 上 に 、 傲慢 で も あ る 。
",0.2727272727272727,0.3333333333333333
353,"you &apos;d better go there on foot .
","そこ に は 歩 い て 行 っ た 方 が い い よ 。
",0.1111111111111111,0.125
354,"it was careless of you to miss the bus .
","バス に 乗り 遅れ る なんて 君 は 不 注意 だっ た ね 。
",0.4166666666666667,0.5
355,"in my analysis i rely considerably on the types of authoritarian behaviour first analyzed by kurz .
","分析 に お い て は 、 クルツ に よ っ て 最初 に 分析 さ れ た 権威 的 行動 の 類型 に 負 っ て い る 部分 が 大き い 。
",0.0,0.0
356,"when will you be free ?
","君 は いつ 暇 に な り ま す か 。
",0.2857142857142857,0.3333333333333333
357,"let &apos;s get together tomorrow .
","明日 集ま り ま しょ う 。
",0.14285714285714285,0.16666666666666666
358,"you really put that much in the sandwich ?
","そんな に 沢山 パン に 乗 る ん か？
",0.1,0.1111111111111111
359,"he is a proficient pianist .
","彼 は 熟練 の ピアニスト だ 。
",0.5714285714285714,0.6666666666666666
360,"i cannot help falling in love with you .
","私 は あなた を 好き に な ら ず に は い られ な い 。
",0.4444444444444444,0.4444444444444444
361,"i think the thai food at this place is seasoned so japanese will like it .
","やはり 、 ここ の タイ 料理 の 味付け は 、 日本 人 好み に し て あ る ん だ ね 。
",0.07142857142857142,0.0625
362,"his depression came to an end when she kissed him .
","彼 の 憂うつ は 彼女 が キス を する と 晴れ た 。
",0.2222222222222222,0.18181818181818182
363,"jane didn &apos;t play tennis , did she ?
","ジェーン は テニス を し ま せ ん で し た ね 。
",0.14285714285714285,0.1111111111111111
364,"give me something to eat .
","私 に 何 か 食べ物 を 下さ い 。
",0.2857142857142857,0.3333333333333333
365,"we watch television every evening .
","私 達 は 毎晩 テレビ を 見 る 。
",0.3333333333333333,0.3333333333333333
366,"as soon as we get the answer , we &apos;ll phone you .
","僕 たち に 答え が わか っ た ら すぐ に 君 に 電話 する よ 。
",0.25,0.23076923076923078
367,"what we need now is a rest .
","今 私 たち に 必要 な の は 休息 で す 。
",0.375,0.375
368,"i don &apos;t think we should do that .
","そう する べ き で は な い と 思 う 。
",0.2222222222222222,0.2222222222222222
369,"i came to the conclusion that i had been deceived .
","私 は だま さ れ て い た の だ と い う 結論 に 達 し た 。
",0.3,0.2727272727272727
370,"i met ken yesterday .
","昨日 ケン に 会 っ た 。
",0.3333333333333333,0.4
371,"insure it , please .
","保険 を かけ て 下さ い 。
",0.2857142857142857,0.4
372,"have a nice vacation .
","良 い 休暇 を 。
",0.3333333333333333,0.4
373,"we found out recently that some foxes live here on this mountain .
","この 山 に は 狐 が 住 ん で い る と い う こと が 最近 わか っ た 。
",0.15384615384615385,0.15384615384615385
374,"he was too tired to walk any more .
","彼 は 疲れ すぎ て い て もう それ 以上 歩け な かっ た 。
",0.36363636363636365,0.4444444444444444
375,"plants are nourished by earth .
","植物 は 土壌 で 育 つ 。
",0.14285714285714285,0.16666666666666666
376,"he suffered a nervous breakdown .
","彼 は 神経 衰弱 に な っ て い た 。
",0.2857142857142857,0.3333333333333333
377,"miho is the girl i like best .
","ミホ は 私 が 一番 好き な 女の子 で す 。
",0.375,0.375
378,"he seems to be rich .
","彼 は 金持ち で あ る よう に 思 わ れ る 。
",0.2222222222222222,0.3333333333333333
379,"john claimed that the dishonest salesman had tricked him into buying a useless piece of machinery .
","ジョン は 、 その 不 誠実 な セールスマン が 、 彼 を だま し て 無用 な 機械 を 買 わ せ た と 主張 し た 。
",0.1,0.11764705882352941
380,"i shudder to think of it .
","それ を 考え る と ぞっと する 。
",0.375,0.42857142857142855
381,"his life is free from care .
","彼 の 生活 は 心配 が な い 。
",0.375,0.42857142857142855
382,"drive more carefully , or you will run into trouble .
","もっと 注意 深 く 運転 し な けれ ば 、 事故 に 巻き込 ま れ ま す よ 。
",0.2857142857142857,0.36363636363636365
383,"there is a strong presumption against its truth .
","それ が 間違 っ て い る 可能 性 が 非常 に 強 い 。
",0.125,0.1111111111111111
384,"i am badly in need of your help .
","私 は あなた の 助け が とても 必要 で す 。
",0.5714285714285714,0.4444444444444444
385,"she was transferred from the head office to a branch office last month .
","彼女 は 先月 本社 から 支社 へ 転勤 さ せ られ た 。
",0.3333333333333333,0.2857142857142857
386,"i met the man , who showed me the way .
","私 は その 男 に 会 っ た 。 する と 彼 は 私 に 道 を 教え て くれ た 。
",0.38461538461538464,0.45454545454545453
387,"what slips in and out of view in the background is the real estate slump of recent years .
","背後 に 見え隠れ する の は 近年 の 不 動産 不況 だ 。
",0.07692307692307693,0.05263157894736842
388,"she painted the wall red .
","彼女 は その 塀 を 赤 く 塗 っ た 。
",0.3,0.5
389,"they had to clean out the goods in stock within the year .
","彼 ら は 年内 に 在庫 品 の かた を つけ な けれ ば な ら な かっ た 。
",0.3333333333333333,0.3076923076923077
390,"carlos climbed the mountain .
","カルロス は 山 を 登 っ た 。
",0.2857142857142857,0.4
391,"i don &apos;t know any french .
","私 は フランス 語 は 少し も 知 ら な い 。
",0.2222222222222222,0.2857142857142857
392,"i can &apos;t tell his twin sisters apart .
","彼 の 双子 の 妹 たち を 区別 する こと が でき な い 。
",0.5,0.5555555555555556
393,"we learn to read and write .
","我々 は 読み書き を なら う 。
",0.3333333333333333,0.2857142857142857
394,"try to speak english as often as possible if you want to improve your english .
","英語 を 上達 さ せ た い なら 、 でき る だけ 英語 を 話 す よう に つとめ なさ い 。
",0.17647058823529413,0.1875
395,"people can turn to the law if they want to correct an injustice .
","人 は 不正 を 正 し た い とき は 法律 に 頼 る こと が 出来 る 。
",0.2727272727272727,0.21428571428571427
396,"there were no hats in that store that fit me .
","あの 店 に は 私 に 合 う 帽子 は な かっ た 。
",0.2,0.18181818181818182
397,"it happened that the day was my birthday .
","たまたま その 日 は 私 の 誕生 日 で し た 。
",0.3333333333333333,0.3333333333333333
398,"i &apos;d like to pay by check .
","小切手 で 支払 い た い の で す が 。
",0.5714285714285714,0.5
399,"travel agencies &apos; profits soared .
","旅行 会社 の 収益 が 急増 し た 。
",0.1,0.16666666666666666
400,"the allusion was not lost on me .
","何 の こと を い っ て い る の か 私 に は ピン と き た 。
",0.18181818181818182,0.25
401,"aren &apos;t you going to get mr tate ?
","テイト 氏 を つれ て き て いただけ ま せ ん か 。
",0.2222222222222222,0.2222222222222222
402,"there are innumerable stars in the galaxy .
","銀河 系 に は 無数 の 星 が あ る 。
",0.1,0.125
403,"having been to the temple before , i know the way .
","以前 に その 寺 へ 行 っ た こと が あ る の で 、 私 は 道 を 知 っ て い る 。
",0.2,0.25
404,"&quot; done ! &quot; says the angel , and disappears in a cloud of smoke and a bolt of lightning .
","「 あっぱれ ！ 」 天使 は そう い う と 、 稲妻 が 走 る もやもや の 煙 の 中 へ 消え て い っ た 。
",0.2,0.14285714285714285
405,"no need to worry .
","悪 い ところ は あ り ま せ ん 。
",0.125,0.2
406,"i can not get enough sleep any more .
","最近 私 は よく 眠れ な い 。
",0.2857142857142857,0.2222222222222222
407,"bring it to me .
","それ を 私 の ところ に 持 っ て 来 なさ い 。
",0.42857142857142855,0.6
408,"bird watching is a nice hobby .
","野鳥 観察 は すばらし い 趣味 で す 。
",0.25,0.2857142857142857
409,"it snowed from monday to friday .
","雪 は 月曜 から 金曜 まで 降 っ た 。
",0.1111111111111111,0.14285714285714285
410,"he acquainted her with his plan .
","彼 は 彼女 に 自分 の 計画 を 知 ら せ た 。
",0.4444444444444444,0.5714285714285714
411,"he will stay in tokyo for several weeks .
","彼 は 数 週間 東京 に 滞在 する だ ろ う 。
",0.375,0.3333333333333333
412,"you have only to wait for her return .
","あなた は 彼女 が 帰 っ て くる の を 待ち さえ すれ ば よ い 。
",0.18181818181818182,0.2222222222222222
413,"he says daring things .
","彼 は 大胆 な こと を 言 う 。
",0.2857142857142857,0.4
414,"paul is by far the most charming boy in our school .
","ポール は 学校 で 飛び抜け て 魅力 の あ る 生徒 だ 。
",0.3,0.25
415,"that &apos;s against the contract .
","それ で は 契約 と 違 う 。
",0.42857142857142855,0.5
416,"i &apos;ll always love you , no matter what happens .
","貴方 を 愛 する こと に 変わり は な い から 。
",0.1,0.09090909090909091
417,"calcium is absent from his diet .
","彼 の 食事 に は カルシウム が 欠け て い る 。
",0.375,0.42857142857142855
418,"who knows what has become of him ?
","彼 が どう な っ た か だれ が し っ て い よう か 。
",0.2222222222222222,0.25
419,"i cannot continue my class with you chattering to one another .
","君 達 が お しゃべり を し て い て は 、 授業 が でき ま せ ん 。
",0.18181818181818182,0.16666666666666666
420,"it looks like janet &apos;s going to be kicked upstairs .
","ジャネット が 昇進 する みたい よ 。
",0.125,0.09090909090909091
421,"i have hard stools .
","固 い 便 が 出 ま す 。
",0.3333333333333333,0.4
422,"i heard that she came here .
","彼女 が き た と 、 き い た 。
",0.5,0.5714285714285714
423,"the state government deprived the civil rights of their citizen .
","州 政府 は 彼 から 市民 権 を 剥奪 し た 。
",0.2,0.18181818181818182
424,"spiders spin webs .
","クモ は 網 を 張 る 。
",0.14285714285714285,0.25
425,"they are always quarreling .
","彼 ら は いつ も けんか ばかり し て い た 。
",0.25,0.4
426,"it is rude to stare at strangers .
","じろじろ 見 る の は 無 作法 で あ る 。
",0.3,0.375
427,"she &apos;s alive ! she was drowning , but her father saved her .
","彼女 は 生き て い る ！ おぼれ かけ て い た ん だ が 、 父親 が 助け た ん だ 。
",0.26666666666666666,0.2857142857142857
428,"he checked that all the doors were safely shut .
","彼 は ドア が すべて 安全 に 閉ま っ て い る か どう か 確かめ た 。
",0.25,0.2
429,"the students met here to hear the speech .
","学生 たち は その 演説 を 聞 く ため に ここ に 集ま っ た 。
",0.25,0.3333333333333333
430,"he turned his attention to the picture .
","彼 は その 絵 に 目 を 向け た 。
",0.3333333333333333,0.375
431,"what time do you get up every morning ?
","あなた は 毎朝 何 時 に 起き ま す か 。
",0.375,0.3333333333333333
432,"i have a suspicious nature .
","私 は 疑い 深 い 性格 で す 。
",0.2857142857142857,0.3333333333333333
433,"jim has a white hat on his head .
","ジム は 白 い 帽子 を かぶ っ て い る 。
",0.3333333333333333,0.2222222222222222
434,"the two ladies smiled at each other .
","２人 の 女性 は お 互い 微笑み あ っ た 。
",0.2857142857142857,0.25
435,"aren &apos;t you ready ?
","準備 は まだ 出来 て い ま せ ん か 。
",0.25,0.4
436,"he didn &apos;t have a grain of courage .
","彼 は 勇気 の かけら も な かっ た 。
",0.3333333333333333,0.3333333333333333
437,"i can &apos;t fancy going out in this weather .
","この 天気 に 外出 する など 想像 も でき な い 。
",0.45454545454545453,0.5
438,"the oil companies increased the price of gas again .
","石油 会社 は 再び ガソリン の 価格 を 上げ た 。
",0.3,0.3
439,"he is ignorant of the world .
","彼 は 世界 を 知 ら な い 。
",0.2857142857142857,0.2857142857142857
440,"&quot; get rid of it , of course ! &quot; answered the farmer .
","「 もちろん 、 捨て て く れ 」 と 農家 が 答え ま し た 。
",0.23529411764705882,0.2857142857142857
441,"have you finished your lunch yet ?
","あなた は もう 昼食 を おえ ま し た か 。
",0.2857142857142857,0.2857142857142857
442,"concert tickets are on sale at this office .
","演奏 会 の 切符 は 当 事務 所 で 販売 し て い ま す 。
",0.09090909090909091,0.1111111111111111
443,"make sure that all of you arrive at nine .
","皆 さん 間違い な く ９ 時 に 着 く よう に し て くださ い 。
",0.09090909090909091,0.1
444,"do you believe in god ?
","君 は 神 の 存在 を 信 じ ま す か 。
",0.375,0.5
